url:https://www.restoclub.ru/spb/place/v-lavashe	title:В лаваше	tag:type:Кафе	tag:subway:Невский Проспект	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/vmeste-3	title:#вместе	tag:type:Кафе	tag:subway:Парнас	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/voznesenskij-13	title:Вознесенский 13	tag:type:Бар	tag:subway:Садовая, Спасская, Сенная Площадь	tag:check:1100	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/wood-rock-bar	title:Wood Rock Bar	tag:type:Бар	tag:subway:Технологический Институт	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/vsegda-pjatnica	title:Всегда пятница	tag:type:Бар	tag:subway:Проспект Большевиков	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/vyderzhka	title:Выдержка	tag:type:Бар	tag:subway:Лиговский Проспект	tag:check:250	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:4
url:https://www.restoclub.ru/spb/place/gavana	title:Гавана	tag:type:Бар	tag:subway:Чернышевская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/gojira	title:Gojira	tag:type:Бар	tag:subway:Невский Проспект, Гостиный Двор	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/gradus-1	title:Gradus	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/craft-bottle	title:Craft Bottle	tag:type:Бар	tag:subway:Адмиралтейская, Невский Проспект, Сенная Площадь, Садовая, Спасская	tag:check:150	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/craft-dracula	title:Craft Dracula	tag:type:Бар	tag:subway:Парнас	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/kremlin-award	title:Kremlin Award	tag:type:Корнер	tag:subway:Площадь Восстания, Маяковская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/cuba28	title:Cuba28	tag:type:Бар	tag:subway:Сенная Площадь, Спасская, Садовая	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/cubar	title:Cubar	tag:type:Бар	tag:subway:Садовая, Сенная Площадь, Спасская	tag:check:850	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:3
url:https://www.restoclub.ru/spb/place/kultbar	title:Культбар	tag:type:Бар	tag:subway:Проспект Просвещения	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/laboratorio-distilita	title:Laboratorio Distilita	tag:type:Бар	tag:subway:Садовая	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/la-casa-del-habano	title:La Casa Del Habano	tag:type:Бар	tag:subway:Площадь Восстания, Маяковская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/la-prosciutteria	title:La Prosciutteria	tag:type:Бар	tag:subway:Чернышевская, Площадь Восстания, Маяковская	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/oysters-by-cake	title:Oysters By Cake	tag:type:Кафе	tag:subway:Петроградская	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pabar	title:Пабар	tag:type:Бар	tag:subway:undefined	tag:check:900	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/padre	title:Padre	tag:type:Бар	tag:subway:Невский Проспект	tag:check:900	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/palata-6	title:Палата №6	tag:type:Бар	tag:subway:Маяковская, Чернышевская	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/paprika-2	title:Paprika	tag:type:Кафе	tag:subway:Звенигородская	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/pepperbar	title:Pepperbar	tag:type:Бар	tag:subway:Звездная	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pera-tehniki	title:Пера'Техники	tag:type:Бар	tag:subway:Гостиный Двор, Чернышевская	tag:check:100	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/peterburgskie-rjumochnye	title:Петербургские рюмочные	tag:type:Рюмочная	tag:subway:Парнас	tag:check:100	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pivnaja-kultura	title:Пивная культура	tag:type:Бар	tag:subway:Площадь Александра Невского	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/sky-bar-1	title:Sky-Bar	tag:type:Бар	tag:subway:Садовая, Спасская, Сенная Площадь	tag:check:1000	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/soul-kitchen	title:Soul Kitchen	tag:type:Клуб	tag:subway:Невский Проспект, Гостиный Двор	tag:check:850	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/spb	title:SПБ	tag:type:Бар	tag:subway:Гостиный Двор, Невский Проспект	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/spb-8	title:СПБ	tag:type:Бар	tag:subway:Садовая, Сенная Площадь, Спасская	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/spb-11	title:СПБ	tag:type:Бар	tag:subway:Невский Проспект, Гостиный Двор, Адмиралтейская	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:3
url:https://www.restoclub.ru/spb/place/spb-10	title:СПБ-10	tag:type:Бар	tag:subway:Невский Проспект, Гостиный Двор	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/spb-3	title:СПБ-3	tag:type:Бар	tag:subway:Технологический Институт	tag:check:550	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:2
url:https://www.restoclub.ru/spb/place/sto-pudov-ne-hundertvasser	title:Сто пудов не Хундертвассер	tag:type:Бар	tag:subway:Комендантский Проспект, Пионерская	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/summer-bar	title:Summer bar	tag:type:Бар	tag:subway:Садовая, Сенная Площадь, Спасская	tag:check:350	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/holy-hop	title:Holy Hop	tag:type:Бар	tag:subway:Удельная	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/hookah-craft	title:Hookah Craft	tag:type:Кальянная	tag:subway:Чкаловская, Петроградская	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/hoptimist	title:Hoptimist	tag:type:Бар	tag:subway:Площадь Восстания, Маяковская	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/chernyj-bar	title:Черный бар	tag:type:Бар	tag:subway:Чернышевская	tag:check:1100	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/chert-poberi	title:Черт Побери!	tag:type:Бар	tag:subway:Невский Проспект, Гостиный Двор	tag:check:450	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/cheslav-1	title:Чеслав	tag:type:Бар	tag:subway:undefined	tag:check:900	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/chesnotesno	title:Чеснотесно	tag:type:Кафе	tag:subway:Владимирская, Достоевская	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/chetvert-pinty	title:Четверть пинты	tag:type:Бар	tag:subway:Лиговский Проспект, Обводный канал, Звенигородская	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/chto-delaet-olen	title:Что делает олень	tag:type:Рюмочная	tag:subway:Гостиный Двор, Невский Проспект, Чернышевская	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/shpon	title:Шпон	tag:type:Бар	tag:subway:Комендантский Проспект	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/jejforija	title:Эйфория	tag:type:Кальянная	tag:subway:Старая Деревня	tag:check:1600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/jantar	title:Янтарь	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/tajna-3	title:Тайна	tag:type:Бар	tag:subway:Площадь Восстания	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/taco-power	title:Taco Power	tag:type:Кафе	tag:subway:Петроградская	tag:check:350	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/taproom	title:Taproom	tag:type:Бар	tag:subway:Проспект Просвещения	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:2
url:https://www.restoclub.ru/spb/place/tau-kita	title:Тау Кита	tag:type:Бар	tag:subway:Проспект Просвещения	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/ted	title:Ted	tag:type:Бар	tag:subway:Площадь Ленина, Новочеркасская	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/terki	title:Terki	tag:type:Бар	tag:subway:Садовая, Сенная Площадь, Спасская	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:2
url:https://www.restoclub.ru/spb/place/timber-bar	title:Timber Bar	tag:type:Бар	tag:subway:Чернышевская, Гостиный Двор	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/tri-bobra	title:Три бобра	tag:type:Бар	tag:subway:Гостиный Двор, Невский Проспект	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/turbotapir	title:Турботапир	tag:type:Бар	tag:subway:Площадь Восстания, Маяковская	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/the-coop-bbq	title:The Coop BBQ	tag:type:Кафе	tag:subway:Сенная Площадь, Садовая, Спасская	tag:check:750	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/the-maze	title:The Maze	tag:type:Кафе	tag:subway:Чернышевская	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/the-pit	title:The Pit	tag:type:Бар	tag:subway:Чернышевская	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/the-pub-2	title:The Pub	tag:type:Бар	tag:subway:Чкаловская, Спортивная, Петроградская	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/undersound	title:Undersound	tag:type:Кафе	tag:subway:Улица Дыбенко	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/utka-1	title:Утка	tag:type:Бар	tag:subway:Чернышевская, Гостиный Двор	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/fasol-2	title:Фасоль	tag:type:Бар	tag:subway:Балтийская	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/fish-fabrique-nouvelle	title:Fish Fabrique Nouvelle	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/flamel	title:Flamel	tag:type:Бар	tag:subway:Лиговский Проспект, Площадь Восстания, Маяковская	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/flat-23	title:Flat 23	tag:type:Бар	tag:subway:Комендантский Проспект	tag:check:200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/flor	title:Flor	tag:type:Бар	tag:subway:Владимирская, Достоевская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/formula-bar	title:Formula Bar	tag:type:Бар	tag:subway:undefined	tag:check:660	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/hangar	title:Hangar	tag:type:Бар	tag:subway:Чернышевская	tag:check:600	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/heisen-bar	title:Heisen Bar	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/hello	title:Hello	tag:type:Бар	tag:subway:Чернышевская, Маяковская	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/hide	title:Hide	tag:type:Кальянная	tag:subway:Чернышевская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/hlstk	title:HLSTK	tag:type:Бар	tag:subway:Лиговский Проспект	tag:check:450	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pivnoj-butik-1516	title:Пивной бутик 1516	tag:type:Бар	tag:subway:Спортивная, Василеостровская	tag:check:150	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/pivnoj-dom	title:Пивной Домъ	tag:type:Бар	tag:subway:Площадь Ленина	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/povtorit	title:Повторить?	tag:type:Бар	tag:subway:Чернышевская	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/poison-2	title:Poison	tag:type:Бар	tag:subway:Площадь Восстания, Маяковская, Лиговский Проспект	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/police-station	title:Police Station	tag:type:Бар	tag:subway:Маяковская	tag:check:1000	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/polugar	title:Polugar Bar Spb	tag:type:Бар	tag:subway:Гостиный Двор, Невский Проспект	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:2
url:https://www.restoclub.ru/spb/place/popravka	title:Popravka	tag:type:Бар	tag:subway:Гостиный Двор, Чернышевская	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/porebrik-1	title:Поребрик	tag:type:Бар	tag:subway:Достоевская, Маяковская	tag:check:450	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pochta-1	title:Почта	tag:type:Бар	tag:subway:Владимирская, Достоевская	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/probel-bar	title:Probel Bar	tag:type:Бар	tag:subway:undefined	tag:check:1000	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/prosecco-bar	title:Prosecco Bar	tag:type:Бар	tag:subway:Чкаловская, Петроградская	tag:check:1100	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/punk-brew-1	title:Punk Brew	tag:type:Бар	tag:subway:Приморская, Василеостровская	tag:check:850	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/pushkin-kurit	title:Пушкин курит	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:925	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pjanyj-somele	title:Пьяный сомелье	tag:type:Бар	tag:subway:Гостиный Двор, Чернышевская	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/pjat-krotov	title:Пять кротов	tag:type:Бар	tag:subway:Международная	tag:check:550	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:2
url:https://www.restoclub.ru/spb/place/raw-materials-bar	title:Raw Materials Bar	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:700	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/ramka	title:Рамка	tag:type:Бар	tag:subway:Звездная, Купчино	tag:check:790	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/route-66	title:Route 66	tag:type:Бар	tag:subway:Московская	tag:check:300	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/russian-standart-signature-bar	title:Russian Standart Signature Bar	tag:type:Бар	tag:subway:Московская	tag:check:1200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/rjumochnaja-na-borovoj	title:Рюмочная на Боровой	tag:type:Рюмочная	tag:subway:Лиговский Проспект	tag:check:60	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/saljut-3	title:Салют	tag:type:Бар	tag:subway:Василеостровская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/sbg-pab	title:СБГ 25	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/secret-service	title:Secret Service	tag:type:Бар	tag:subway:Маяковская	tag:check:800	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/simple	title:Simple	tag:type:Кафе	tag:subway:Владимирская, Достоевская	tag:check:1200	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/sinij-pushkin-1	title:Синий Пушкин	tag:type:Бар	tag:subway:undefined	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/siniy-most	title:Siniy Most	tag:type:Бар	tag:subway:Садовая, Сенная Площадь, Спасская	tag:check:3500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lwine	title:Lwine	tag:type:Корнер	tag:subway:Площадь Восстания, Маяковская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/leon-bar	title:Leon Bar	tag:type:Бар	tag:subway:Сенная Площадь, Садовая, Спасская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lichfield-bar	title:Lichfield Bar	tag:type:Бар	tag:subway:Адмиралтейская	tag:check:2400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lobbi-bar-oficialnoj-gostinicy-gosudarstvennogo-jermitazha	title:Лобби-бар гостиницы Государственного Эрмитажа	tag:type:Бар	tag:subway:Звенигородская, Владимирская, Достоевская	tag:check:1000	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lobbi-bar-otelja-ohtinskaja	title:Лобби-бар гостиницы «Охтинская»	tag:type:Бар	tag:subway:Новочеркасская	tag:check:950	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lobbi-bar-majestic	title:Лобби-бар Majestic	tag:type:Бар	tag:subway:Гостиный Двор, Невский Проспект	tag:check:1900	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lobbi-bar-otelja-korintija-sankt-peterburg	title:Лобби-бар отеля «Коринтия Санкт-Петербург»	tag:type:Бар	tag:subway:Маяковская, Площадь Восстания	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/lobbi-bar-suvorovskij	title:Лобби-бар «Суворовский»	tag:type:Бар	tag:subway:Площадь Восстания	tag:check:2000	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
url:https://www.restoclub.ru/spb/place/lspirits	title:Lspirits	tag:type:Корнер	tag:subway:Площадь Восстания, Маяковская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/maslou-bar	title:Маслоу бар	tag:type:Кафе	tag:subway:Чкаловская	tag:check:450	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:2
url:https://www.restoclub.ru/spb/place/merula-1	title:Merula	tag:type:Бар	tag:subway:Беговая	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/mob	title:Mob	tag:type:Кафе	tag:subway:Чкаловская	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/mom-s-bar	title:Mom's Bar	tag:type:Бар	tag:subway:Лиговский Проспект	tag:check:500	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:NaN
url:https://www.restoclub.ru/spb/place/morrison	title:Моррисон	tag:type:Бар	tag:subway:Невский Проспект, Гостиный Двор	tag:check:400	tag:score:Кухня:0.0	tag:score:Интерьер:0.0	tag:score:Сервис:0.0	tag:votes:1
